Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes courants TPE Nombre,Comptes courants TPE Montant,Comptes courants PME Nombre,Comptes courants PME Montant,Comptes courants GE Nombre,Comptes courants GE Montant,Comptes courants Entrepreneurs individuels Nombre,Comptes courants Entrepreneurs individuels Montant,Comptes courants Total Nombre,Comptes courants Total Montant,Dépôts à terme TPE Nombre,Dépôts à terme TPE Montant,Dépôts à terme PME Nombre,Dépôts à terme PME Montant,Dépôts à terme GE Nombre,Dépôts à terme GE Montant,Dépôts à terme Entrepreneurs individuels Nombre,Dépôts à terme Entrepreneurs individuels Montant,Dépôts à terme Total Nombre,Dépôts à terme Total Montant,Code GPS X,Code GPS Y
0640,,750,,TIOURHZA                      ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-9.959125,29.386352
0641,,772,,AIT ERKHA                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.620126,29.360991
0642,,681,,AKKA                          ,,,,, 3   , 2   ,,, 3   , 2   ,,,,,,,,,,,-8.255099,29.391617
0643,,20,,DCHEIRA                       ,,,,, 3   , 66   ,,, 3   , 66   ,,,,,,,,,,,-9.539545,30.369372
0644,,16,,TANALT                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.168933,29.775083
0645,,41,,TAROUDANNT                    ,,,,, 5   , 19   ,,, 5   , 19   ,,,,,,,,,,,-8.8672382,30.4726237
0646,,41,,TAROUDANT GI                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.8666667,30.4666667
0647,,25,,IRHREM                        ,,,,, 1   , 84   ,,, 1   , 84   ,,,,,,,,,,,-8.459677,30.0887
0648,,680,,TATA                          ,,,,, 3   , 19   ,,, 3   , 19   ,,,,,,,,,,,-7.9667871,29.7403796
0649,,41,,AIT ABDALLAH                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.768528,29.813489
0650,,45,,OULAD BERREHIL                ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.4759415,30.6388535
0651,,46,,TAFINGOULT                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.391784,30.766084
0652,,43,,AOULOUZ                       ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.178572,30.672707
0653,,687,,TISSINT                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.318157,29.906259
0654,,683,,KHEMIS ISSAFEN                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.528153,29.858192
0655,,750,,SBOUYA                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-10.204915,29.151098
0656,,750,,TIZNIT                        ,,,,, 7   , 46   ,,, 7   , 46   ,,,,,,,,,,,-9.732897,29.6948262
0657,,750,,TIZNIT BIR ANZARANE           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.7241234,29.690979
0658,,750,,TIZNIT SIDI ABDERRAHMANE      ,,,,, 1   , 4   ,,, 1   , 4   ,,,,,,,,,,,-9.7284794,29.7009398
0659,,750,,TIZNIT HAY ENNAKHIL           ,,,,, 4   , 9   ,,, 4   , 9   ,,,,,,,,,,,-9.7195182,29.6830172
0660,,754,,ANEZI                         ,,,,, 3   , 26   ,,, 3   , 26   ,,,,,,,,,,,-9.362521,29.658255
0661,,763,,MIRLEFT                       ,,,,, 3   , 1   ,,, 3   , 1   ,,,,,,,,,,,-10.032208,29.579748
0662,,15,,MASSA                         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.645341,29.991623
0663,,751,,ARBAA RAS MOUKA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.541004,29.802197
0664,,750,,SEBT BOUNAAMANE               ,,,,, 1   , 13   ,,, 1   , 13   ,,,,,,,,,,,-9.815973,29.530931
0665,,750,,ARBAA SAHEL                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.921749,29.598704
0666,,13,,HAD AIT BELFAA                ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-9.560885,30.047627
0667,,44,,FREIJA                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.797887,30.5051603
0668,,750,,TNINE AGLOU                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.799861,29.765831
0669,,761,,IFNI HAY LALLA MERYEM         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-10.16127,29.38641
0670,,41,,SEBT TATAOUTE                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.709339,30.24752
0671,,320,,FASK                          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.832557,28.983097
0672,,767,,HAD TAHALA                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.090218,29.637744
0673,,320,,TAGANTE                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.779536,29.129086
0674,,750,,TIRHMI                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.42304,29.582739
0675,,320,,KSABI AIT LAHCEN              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-10.170309,28.996345
0676,,650,,TAN TAN CITE ADMINISTRATIVE   ,,,,, 1   , -     ,,, 1   , -     ,,,,,,,,,,,-11.1072314,28.4385298
0677,,750,,SEBT OUIJJANE                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.536908,29.649179
0678,,650,,EL OUATIA                     ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-11.3320971,28.4984952
0679,,20,,DCHEIRA HAY ILHAM             ,,,,, 6   , 9   ,,, 6   , 9   ,,,,,,,,,,,-9.52689,30.363767
0680,,41,,TAROUDANNT MEDINA             ,,,,, 2   , 1   ,,, 2   , 1   ,,,,,,,,,,,-8.884576,30.470139
0681,,17,,AOURIR                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-9.672411,30.498001
0682,,450,,MARRAKECH SIDI GHANEM         ,,,,, 7   , 156   ,,, 7   , 156   ,,,,,,,,,,,-8.0493334,31.6736106
0683,,450,,MARRAKECH ANNAKHILE           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.9857409,31.6474403
0684,,450,,MARRAKECH BAB KHEMIS          ,,,,, 3   , 156   ,,, 3   , 156   ,,,,,,,,,,,-7.98626,31.6365561
0685,,450,,MARRAKECH SIDI ABBAD          ,,,,, 12   , 253   ,,, 12   , 253   ,,,,,,,,,,,-8.0176324,31.6562171
0686,,450,,MARRAKECH AL FADL             ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.0251748,31.6778666
0687,,450,,MARRAKECH DIOUR ECHCHOUHADA   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.9620181,31.6067673
0688,,450,,MARRAKECH SIDI YOUSSEF BEN ALI,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.9625344,31.6070197
0689,,450,,TAMESLOUHTE                   ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.097289,31.496467
0690,,450,,MARRAKECH AMERCHICH           ,,,,, 3   , 2   ,,, 3   , 2   ,,,,,,,,,,,-8.0037949,31.6576806
0691,,465,,AIT HADI                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.770705,31.396401
0692,,450,,SIDI ZOUINE                   ,,,,, 2   , 14   ,,, 2   , 14   ,,,,,,,,,,,-8.350586,31.664039
0693,,450,,MARRAKECH HAY EL MASSIRA      ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-8.060363,31.629133
0694,,453,,TNINE OUDAYA                  ,,,,, 3   , 48   ,,, 3   , 48   ,,,,,,,,,,,-8.246902,31.634792
0695,,450,,LALLA TAKARKOUSTE             ,,,,, 2   , 4   ,,, 2   , 4   ,,,,,,,,,,,-8.131945,31.358174
0696,,450,,TIZGUINE                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.319118,31.243402
0697,,450,,MARRAKECH BAB RHMATE          ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-7.9761118,31.6243734
0698,,450,,KETTARA                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.182229,31.86503
0699,,450,,MARRAKECH DOUAR IZIKI         ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-8.0588311,31.6249032
0700,,450,,MARRAKECH HAY HASSANI         ,,,,, 2   , 46   ,,, 2   , 46   ,,,,,,,,,,,-8.041658,31.630902
0701,,450,,IGOUDAR                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.256215,31.267474
0702,,190,,EL AAMRIA                     ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-7.262751,32.209544
0703,,476,,TNINE OURIKA                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,, -7.788486,31.375209
0704,,457,,RHMATE                        ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-7.802621,31.422511
0705,,450,,MARRAKECH HAY MOHAMMADI       ,,,,, 1   , 6   ,,, 1   , 6   ,,,,,,,,,,,-7.996373,31.650498
0706,,450,,MARRAKECH PPAL                ,,,,, 48   , 811   ,,, 48   , 811   ,,,,,,,,,,,-8.0093873,31.6325505
0707,,450,,MARRAKECH DAOUDIATE           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.9916096,31.6503424
0708,,450,,MARRAKECH EL BAHIA            ,,,,, 2   , 7   ,,, 2   , 7   ,,,,,,,,,,,-7.9845661,31.6220186
0709,,450,,MARRAKECH RIAD EL AROUSS      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.9909846,31.634196
0710,,450,,MARRAKECH MHAMID              ,,,,, 1   , 10   ,,, 1   , 10   ,,,,,,,,,,,-8.039267,31.587968
0711,,450,,MARRAKECH BAB AGNAOU          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.9910906,31.6184967
0712,,450,,MARRAKECH MENARA              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.0273044,31.6025526
0713,,450,,MARRAKECH B.E.F.R.A           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.034879,31.61473
0714,,450,,MARRAKECH ATLAS               ,,,,, 3   , 4   ,,, 3   , 4   ,,,,,,,,,,,-8.050645,31.6004966
0715,,450,,MARRAKECH CAMP EL GHOUL       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.0213714,31.6369135
0716,,450,,MARRAKECH GARE                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.018775,31.6298158
0717,,461,,AMIZMIZ                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.241934,31.222124
0718,,201,,BENGUERIR VILLE               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.957229,32.236256
0719,,465,,CHICHAOUA                     ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.766618,31.541319
0720,,81,,DEMNATE                       ,,,,, 2   , 13   ,,, 2   , 13   ,,,,,,,,,,,-7.004567,31.731685
0721,,81,,DEMNATE IMLIL                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.010361,31.756114
0722,,190,,EL KELAA DES SRARHNA PPAL     ,,,,, 2   , 1   ,,, 2   , 1   ,,,,,,,,,,,-7.4062564,32.053774
0723,,471,,IMI N TANOUNTE                ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-8.84798,31.17716
0724,,204,,SKHOUR REHAMNA                ,,,,, 1   , 13   ,,, 1   , 13   ,,,,,,,,,,,-7.914826,32.483226
0725,,450,,MARRAKECH MEDINA              ,,,,, 3   , 1   ,,, 3   , 1   ,,,,,,,,,,,-7.9896247,31.6248689
0726,,454,,AIT OURIR                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.6671,31.562756
0727,,550,,OUARZAZATE PPAL               ,,,,, 6   , 39   ,,, 6   , 39   ,,,,,,,,,,,-6.9106633,30.9204919
0728,,550,,OUARZAZATE TARMIGT            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.911028,30.9010095
0729,,550,,OUARZAZATE TASSOUMAATE        ,,,,, 3   , 83   ,,, 3   , 83   ,,,,,,,,,,,-6.9296801,30.9238512
0730,,550,,OUARZAZATE TAOURIRT           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.8941422,30.9233486
0731,,550,,OUARZAZATE FAR                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.910859,30.917229
0732,,565,,ZAGORA                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.8399174,30.3252258
0733,,561,,TALIOUINE                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.924058,30.532071
0734,,563,,TAZNAKHTE                     ,,,,, 2   , 4   ,,, 2   , 4   ,,,,,,,,,,,-7.203732,30.577676
0735,,556,,EL KELAA MGOUNA               ,,,,, 3   , 31   ,,, 3   , 31   ,,,,,,,,,,,-6.1295182,31.2367794
0736,,553,,SKOURA AHL AL OUST            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.556027,31.063494
0737,,568,,TAGOUNITE                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-5.5820927,29.9725018
0738,,566,,AGDZ                          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.451807,30.695792
0739,,569,,TAZZARINE                     ,,,,, 3   , 25   ,,, 3   , 25   ,,,,,,,,,,,-5.56693,30.781838
0740,,559,,TINERHIR                      ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-5.5305487,31.521328
0741,,555,,BOUMALNE DU DADES             ,,,,, 1   , 4   ,,, 1   , 4   ,,,,,,,,,,,-5.9837186,31.3702739
0742,,685,,FOUM ZGUID                    ,,,,, 2   , 14   ,,, 2   , 14   ,,,,,,,,,,,-6.873051,30.085248
0743,,558,,MSEMRIR                       ,,,,, 1   , 5   ,,, 1   , 5   ,,,,,,,,,,,-5.821614,31.694929
0744,,550,,KHEMIS DADES                  ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-6.031333,31.306491
0745,,567,,MHAMID                        ,,,,, 1   , 4   ,,, 1   , 4   ,,,,,,,,,,,-5.718899,29.825411
0746,,550,,AMERZGANE                     ,,,,, 1   , 33   ,,, 1   , 33   ,,,,,,,,,,,-7.210615,31.045114
0747,,552,,IGHREM NOUGDAL                ,,,,, 6   , 138   ,,, 6   , 138   ,,,,,,,,,,,-7.421109,31.229521
0748,,557,,IKNIOUEN                      ,,,,, 1   , 2   ,,, 1   , 2   ,,,,,,,,,,,-5.673095,31.168958
0749,,465,,ARBAA DOUIRANE                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.779326,31.213324
0750,,550,,TOUNDOUTE                     ,,,,, 1   , 16   ,,, 1   , 16   ,,,,,,,,,,,-6.587438,31.272224
0751,,550,,TARHZOUTE NAIT ATTA           ,,,,, 1   , 11   ,,, 1   , 11   ,,,,,,,,,,,-5.422493,31.455952
0752,,565,,TAMEGROUTE                    ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-5.688552,30.262118
0753,,565,,NKOB                          ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-5.86436,30.871362
0754,,205,,TNINE BOUCHANE                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-8.318346,32.28765
0755,,550,,TALOUET                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.240888,31.289698
0756,,450,,MARRAKECH ALLA AL FASSI       ,,,,, 3   , 29   ,,, 3   , 29   ,,,,,,,,,,,-8.000139,31.645182
0757,,450,,MARRAKECH AZLI (ROUT          ,,,,, 2   , 4   ,,, 2   , 4   ,,,,,,,,,,,-8.0405277,31.6250563
0758,,430,,LAAYOUNE PAL                  ,,,,, 27   , 105   ,,, 27   , 105   ,,,,,,,,,,,-13.2028748,27.1615514
0759,,430,,LAAYOUNE KHAT RMLA            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.1994617,27.1494945
0760,,430,,LAAYOUNE HAY ERRAHMA          ,,,,, 3   , 11   ,,, 3   , 11   ,,,,,,,,,,,-13.1931827,27.1400059
0761,,430,,LAAYOUNE SOUK JEMAL           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.2154343,27.1625668
0762,,430,,LAAYOUNE HAY TAAOUN           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.204078,27.144398
0763,,430,,LAAYOUNE AEREPORT             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.2167566,27.1552546
0764,,430,,LAAYOUNE FAR                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.193936,27.15988
0765,,430,,LAAYOUNE 4EME BAFRA           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.219471,27.138438
0766,,430,,LAAYOUNE QUARTIER ADMINISTRATI,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.1980804,27.1546664
0767,,430,,LAAYOUNE RHIBA                ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-13.1994644,27.1446268
0768,,430,,LAAYOUNE MAKKA                ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.1995771,27.155584
0769,,430,,LAAYOUNE AL MASSIRA           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.1874441,27.154275
0770,,430,,LAAYOUNE PORT                 ,,,,, 1   , 2   ,,, 1   , 2   ,,,,,,,,,,,-13.415124,27.097588
0771,,430,,LAAYOUNE VILLE                ,,,,, 3   , 2   ,,, 3   , 2   ,,,,,,,,,,,-13.1849671,27.1463333
0772,,430,,LAAYOUNE HAY AMAL             ,,,,, 3   , 248   ,,, 3   , 248   ,,,,,,,,,,,-13.168619,27.13084
0773,,450,,MARRAKECH MASSIRA 2           ,,,,, 1   , 7   ,,, 1   , 7   ,,,,,,,,,,,-8.0607623,31.6387244
0774,,430,,LAAYOUNE ENNAHDA              ,,,,, 3   , 107   ,,, 3   , 107   ,,,,,,,,,,,-13.4092775,27.0968116
0775,,260,,ESSEMARA PAL                  ,,,,, 15   , 810   ,,, 15   , 810   ,,,,,,,,,,,-11.67056,26.74019
0776,,260,,ESSEMARA ECHAHID              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-11.677458,26.738317
0777,,260,,ESSEMARA FAR                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-11.678875,26.739306
0778,,130,,BOUJDOUR                      ,,,,, 8   , 11   ,,, 8   , 11   ,,,,,,,,,,,-14.482306,26.127382
0779,,531,,AOUSSERD                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-14.331043,22.548334
0780,,530,,DAKHLA PAL                    ,,,,, 130   , 234   ,,, 130   , 234   ,,,,,,,,,,,-15.930047,23.700744
0781,,530,,DAKHLA BIR ANZARANE           ,,,,, 105   , 167   ,,, 105   , 167   ,,,,,,,,,,,-15.934529,23.700339
0782,,530,,DAKHLA FAR                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-13.219471,27.138438
0783,,324,,ZAG                           ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-9.296279,28.022033
0784,,90,,FOUM OUDI                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.429955,32.278491
0785,,70,,AZILAL                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.5660262,31.9674955
0786,,70,,AZILAL MEDINA                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.579115,31.955394
0787,,76,,TANNANT                       ,,,,, 3   , 13   ,,, 3   , 13   ,,,,,,,,,,,-6.941659,31.862488
0788,,74,,BZOU                          ,,,,, 3   , 16   ,,, 3   , 16   ,,,,,,,,,,,-7.056243,32.091074
0789,,72,,TABANNT                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.421074,31.658381
0790,,71,,AIT MHAMED                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.474043,31.878496
0791,,70,,BNI AYAT                      ,,,,, 1   , 4   ,,, 1   , 4   ,,,,,,,,,,,-6.583632,32.216709
0792,,190,,EL KELAA DES SRARHNA VILLE    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.408602,32.0465491
0793,,190,,EL KELAA DES SRARHNA EL QODS  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.397436,32.0601595
0800,,90,,FOUM EL ANSER                 ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-6.262038,32.37293
0801,,90,,SIDI JABER                    ,,,,, 3   , 26   ,,, 3   , 26   ,,,,,,,,,,,-6.453215,32.369941
0802,,100,,KHEMIS OULED AYAD             ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.7999229,32.2003244
0803,,90,,BENI MELLAL OULED HAMDANE     ,,,,, 1   , 3   ,,, 1   , 3   ,,,,,,,,,,,-6.3675846,32.3361831
0804,,91,,OULED MBARK                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.455981,32.281142
0805,,92,,OULED YAICHE                  ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.328113,32.4354365
0806,,90,,BENI MELLAL PPAL              ,,,,, 15   , 279   ,,, 15   , 279   ,,,,,,,,,,,-6.3592816,32.3334411
0807,,90,,BENI MELLAL LAAYOUNE          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.3501513,32.3406115
0808,,90,,BENI MELLAL SIDI ABDELHALIM   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.3493091,32.3352156
0809,,94,,DAR OULED ZIDOUH              ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.89751,32.308009
0810,,84,,OUAOUIZERHT                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.353901,32.158766
0811,,85,,AFOURER                       ,,,,, 1   , 11   ,,, 1   , 11   ,,,,,,,,,,,-6.5315974,32.2119568
0812,,90,,BENI MELLAL AIN ASSERDOUNE    ,,,,, 2   , 3   ,,, 2   , 3   ,,,,,,,,,,,-6.3447252,32.3403803
0813,,75,,AIT ATTAB                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.710672,32.110637
0814,,98,,TAGHZIRT                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.20745,32.437782
0815,,88,,TILOUGGUITE                   ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.211892,32.029326
0816,,70,,BINE EL OUIDANE               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.460546,32.108388
0817,,70,,TNINE TIMOULILT               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.464727,32.202888
0818,,621,,BERRECHID PPAL                ,,,,, 3   , 4   ,,, 3   , 4   ,,,,,,,,,,,-7.588512,33.265857
0819,,621,,BERRECHID YASMINA             ,,,,, 2   , 8   ,,, 2   , 8   ,,,,,,,,,,,-7.5812638,33.263377
0820,,610,,DEROUA OULED ZIANE            ,,,,, 3   , 0   ,,, 3   , 0   ,,,,,,,,,,,-7.540778,33.374755
0821,,794,,NOUACEUR                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-7.547943,33.373548
0822,,70,,TISLIT                        ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.857346,31.97454
0823,,621,,BERRECHID HAY HASSANI         ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-7.5737939,33.2694142
0824,,405,,BEJJAAD 11 JANVIER            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.39606,32.769197
0825,,400,,TACHREFT                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.47562,32.834698
0826,,406,,TLETA CHOUGRANE               ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-6.380289,32.8977
0827,,400,,HAD BNI BATAO                 ,,,,, 1   , 1   ,,, 1   , 1   ,,,,,,,,,,,-6.289997,32.828772
0828,,405,,BEJJAAD PPAL                  ,,,,, 2   , 7   ,,, 2   , 7   ,,,,,,,,,,,-6.3908833,32.770086
0829,,101,,FKIH BEN SALAH PPAL           ,,,,, 2   , 1   ,,, 2   , 1   ,,,,,,,,,,,-6.6869429,32.5049052
0830,,95,,SEBT OULED NEMMA              ,,,,, 2   , 0   ,,, 2   , 0   ,,,,,,,,,,,-6.7012766,32.294479
0831,,90,,SIDI AISSA BEN ALI            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.653021,32.342907
0832,,95,,SEBT OULAD NEMMA AVENUE DES FA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.7022395,32.2949189
0833,,90,,BENI MELLAL HAY MOHAMMADI     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.358777,32.346993
0834,,108,,HAD BRADIA                    ,,,,, 1   , -     ,,, 1   , -     ,,,,,,,,,,,-6.536264,32.448498
0835,,108,,HAD BRADIA SANABIL            ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.540706,32.453595
0836,,103,,BNI OUKIL                     ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.838002,32.574637
0837,,101,,FKIH BEN SALAH GARE           ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.687943,32.490189
0838,,101,,FKIH BEN SALEH ALLAL BEN ABDELLAH,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.686943,32.504905
0839,,104,,KASBA TADLA PPAL              ,,,,, 4   , 2   ,,, 4   , 2   ,,,,,,,,,,,-6.2622714,32.5989812
0840,,104,,KASBA TADLA CASERNE ASSOU OUBA,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.272035,32.590177
0841,,96,,EL KSIBA                      ,,,,, 4   , 3   ,,, 4   , 3   ,,,,,,,,,,,-6.032342,32.566093
0842,,99,,ZAOUIA ECHCHEIKH              ,,,,, 1   , 0   ,,, 1   , 0   ,,,,,,,,,,,-5.918117,32.64396
0843,,97,,ARHBALA                       ,,,,, 4   , 21   ,,, 4   , 21   ,,,,,,,,,,,-5.642475,32.47889
0844,,104,,KASBA TADLA HAY BOUDRAA       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.2794651,32.6005404
0845,,96,,EL KSIBA MASSIRA              ,,,,, 2   , 42   ,,, 2   , 42   ,,,,,,,,,,,-6.032983,32.567178
0846,,400,,KHOURIBGA PPAL                ,,,,, 5   , 109   ,,, 5   , 109   ,,,,,,,,,,,-6.9115699,32.8819433
0847,,400,,KHOURIBGA NAHDA               ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.9041804,32.8857769
0848,,400,,KHOURIBGA AL MASSIRA          ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.8918395,32.88916
0849,,810,,AGENCE MOBILE                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-,-
0850,,400,,KHOURIBGA HAY ESSALAM         ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.8992894,32.8760652
0851,,401,,BOUJNIBA                      ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.777796,32.8979672
0852,,400,,KHOURIBGA FAR                 ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.950934,32.866413
0853,,400,,BOULANOUAR                    ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.876921,32.856892
0854,,400,,HATTANE                       ,,,,, -     , -     ,,, -     , -     ,,,,,,,,,,,-6.803278,32.839769
