Code guichet,Column1,Code localité,Code commune,GUICHETS ,Comptes chèques Nombre,Comptes chèques Montant,Comptes d'épargne Nombre,Comptes d'épargne  Montant,Dépôts à terme  Nombre,Dépôts à terme  Montant,Autres comptes Nombre,Autres comptes Montant, Total des comptes Nombre,Total des comptes Montant,Code GPS X,Code GPS Y
0550,,780,,CASABLANCA EL OULFA           ," 12,387   "," 87,088   "," 21,584   "," 177,857   ", 1   , 300   ,,," 33,972   "," 265,245   ",-7.6807416,33.557476
0551,,780,,LISSASFA                      ," 6,015   "," 30,588   "," 10,581   "," 73,218   ", -     , -     ,,," 16,596   "," 103,807   ",-7.6726105,33.5316413
0552,,780,,CASABLANCA DERB GHELLEF       ," 3,185   "," 41,455   "," 8,600   "," 64,383   ", -     , -     ,,," 11,785   "," 105,838   ",-7.6310765,33.5697025
0553,,780,,CASABLANCA HAY ESSALAM        ," 1,887   "," 18,272   "," 5,433   "," 41,538   ", 1   , 60   ,,," 7,321   "," 59,870   ",-7.651012,33.570452
0554,,780,,CASA OUM RABIAA               ," 2,661   "," 24,804   "," 2,577   "," 19,737   ", 2   , 145   ,,," 5,240   "," 44,687   ",-7.6687293,33.5624435
0555,,780,,CASABLANCA AIN SEBAA PLAGE    ," 2,653   "," 19,867   "," 5,321   "," 46,554   ", 3   , 760   ,,," 7,977   "," 67,181   ",-7.535739,33.619705
0556,,780,,CASABLANCA DAR LAMANE         ," 4,341   "," 25,593   "," 14,567   "," 124,514   ", -     , -     ,,," 18,908   "," 150,107   ",-7.5585723,33.5932871
0557,,780,,CASABLANCA KSAR LBHAR         ," 5,468   "," 52,066   "," 13,144   "," 97,728   ", -     , -     ,,," 18,612   "," 149,794   ",-7.5830367,33.5491115
0558,,780,,CASA HAY JAMILA               , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.571527,33.540814
0559,,780,,CASABLANCA HAY IFRIQUIA       ," 4,137   "," 36,583   "," 11,050   "," 93,318   ", -     , -     ,,," 15,187   "," 129,901   ",-7.587884,33.554474
0560,,780,,CASABLANCA AIN BORJA          ," 2,718   "," 25,023   "," 6,547   "," 50,061   ", -     , -     ,,," 9,265   "," 75,084   ",-7.583191,33.5845385
0561,,780,,CASABLANCA 2 MARS             ," 2,751   "," 39,351   "," 5,354   "," 51,589   ", -     , -     ,,," 8,105   "," 90,940   ",-7.6110216,33.5687952
0562,,780,,CASABLANCA HAY SALMIA         ," 3,191   "," 28,940   "," 9,993   "," 100,315   ", 1   , 567   ,,," 13,185   "," 129,822   ",-7.5542325,33.5385688
0563,,780,,CASABLANCA AL QODS            ," 2,825   "," 26,245   "," 7,852   "," 66,173   ", -     , -     ,,," 10,677   "," 92,418   ",-7.484764,33.617711
0564,,787,,MOHAMMEDIA LACOLLINE          ," 2,548   "," 18,450   "," 6,943   "," 63,828   ", -     , -     ,,," 9,491   "," 82,278   ",-7.373039,33.697717
0565,,787,,MOHAMMEDIA RACHIDIA           ," 3,679   "," 26,769   "," 10,111   "," 75,443   ", 3   , 619   ,,," 13,793   "," 102,831   ",-7.3759595,33.684155
0566,,780,,CASABLANCA MçALLAH            ," 5,033   "," 45,876   "," 10,352   "," 78,406   ", 1   , 290   ,,," 15,386   "," 124,571   ",-7.593238,33.539446
0567,,780,,CASABLANCA  GHANDI            ," 4,290   "," 50,106   "," 6,098   "," 58,872   ", 2   ," 1,750   ",,," 10,390   "," 110,728   ",-7.6443165,33.5696729
0568,,780,,CASABLANCA HAY SALAMA         ," 6,076   "," 44,741   "," 7,710   "," 73,498   ", -     , -     ,,," 13,786   "," 118,239   ",-7.5574901,33.5657122
0569,,780,,CASABLANCA COMPLEXE MED V     , 1   , 0   , -     , -     , -     , -     ,,, 1   , 0   ,-7.6464912,33.578708
0576,,780,,CASA AL HOUDA                 ," 3,451   "," 25,711   "," 7,563   "," 87,648   ", -     , -     ,,," 11,014   "," 113,359   ",-7.5245833,33.5823945
0577,,780,,CASABLANCA SIDI SOUFI         ," 3,052   "," 19,371   "," 3,934   "," 30,042   ", -     , -     ,,," 6,986   "," 49,413   ",-7.6345124,33.6023365
0578,,780,,CASABLANCA ABDELMOUMEN        ," 2,176   "," 17,492   "," 2,109   "," 21,217   ", 1   ," 3,000   ",,," 4,286   "," 41,709   ",-7.625316,33.577666
0579,,780,,CASABLANCA TACHFINE           ," 3,116   "," 27,887   "," 3,004   "," 37,265   ", -     , -     ,,," 6,120   "," 65,152   ",-7.5733888,33.5849552
0580,,780,,CASABLANCA MEKDAD LAHRIZI     ," 3,623   "," 31,219   "," 6,710   "," 68,750   ", 1   , 205   ,,," 10,334   "," 100,174   ",-7.5617105,33.5437397
0581,,10,,AGADIR AL FIDIA               ," 1,937   "," 19,305   "," 2,455   "," 16,234   ", -     , -     ,,," 4,392   "," 35,539   ",-9.5554474,30.4080198
0582,,22,,AIT MELLOUL HAY AZROU         ," 3,287   "," 19,405   "," 3,461   "," 23,080   ", 1   , 50   ,,," 6,749   "," 42,535   ",-9.4622621,30.3595532
0583,,18,,EL KOLEA                      ," 5,468   "," 25,255   "," 6,736   "," 36,018   ", 5   , 188   ,,," 12,209   "," 61,461   ",-9.460967,30.297664
0584,,10,,AGADIR FOUNTY                 ," 1,524   "," 16,872   "," 1,179   "," 14,410   ", -     , -     ,,," 2,703   "," 31,282   ",-9.5901257,30.4018941
0585,,21,,INEZGANE TARRAST              ," 2,865   "," 15,611   "," 5,418   "," 39,084   ", 2   ," 1,615   ",,," 8,285   "," 56,309   ",-9.5488438,30.3497281
0586,,22,,AIT MELLOUL ZONE INDUSTRIELLE ," 5,729   "," 31,588   "," 6,861   "," 31,364   ", -     , -     ,,," 12,590   "," 62,952   ",-9.491753,30.3314003
0587,,10,,BENSERGAO                     ," 4,960   "," 29,650   "," 7,391   "," 34,333   ", -     , -     ,,," 12,351   "," 63,982   ",-9.5686506,30.3931445
0588,,10,,AGADIR HAY DAKHLA             ," 16,599   "," 40,716   "," 12,495   "," 34,730   ", -     , -     ,,," 29,094   "," 75,446   ",-9.5566169,30.4112271
0589,,21,,INEZGANE MESDOURA             ," 4,411   "," 27,313   "," 9,329   "," 44,143   ", -     , -     ,,," 13,740   "," 71,456   ",-9.537655,30.3517129
0590,,12,,TAALAT                        , 44   , 88   , 250   , 951   , -     , -     ,,, 294   ," 1,039   ",-9.176111,30.149444
0591,,10,,AMSKROUD                      , 502   ," 3,783   ", 513   ," 2,735   ", -     , -     ,,," 1,015   "," 6,518   ",-9.331909,30.528803
0592,,10,,AGADIR ANZA                   ," 5,714   "," 26,548   "," 6,317   "," 34,906   ", -     , -     ,,," 12,031   "," 61,454   ",-9.6560812,30.4449184
0593,,10,,AGADIR QUARTIER INDUSTERIEL   ," 6,014   "," 35,676   "," 8,717   "," 40,360   ", -     , -     ,,," 14,731   "," 76,035   ",-9.5891414,30.4139924
0594,,10,,AGADIR FAR                    ," 5,347   "," 34,133   "," 1,592   "," 2,327   ", -     , -     ,,," 6,939   "," 36,460   ",-9.591667,30.416667
0595,,320,,TIMOULAY                      , 354   ," 2,617   ", 817   ," 5,906   ", -     , -     ,,," 1,171   "," 8,523   ",-9.573383,29.167573
0596,,10,,TIKIOUINE                     ," 4,483   "," 25,406   "," 5,734   "," 32,096   ", -     , -     ,,," 10,217   "," 57,502   ",-9.5031926,30.3770485
0597,,320,,GUELMIM PORTE  DU SAHARA      ," 4,409   "," 33,854   "," 5,037   "," 27,455   ", 1   , 60   ,,," 9,447   "," 61,369   ",-10.0486762,28.9990479
0598,,30,,TEMSIA                        ," 1,656   "," 8,179   "," 3,570   "," 13,726   ", -     , -     ,,," 5,226   "," 21,906   ",-9.413674,30.363403
0599,,12,,AIT AMIRA                     ," 8,426   "," 21,901   "," 16,572   "," 47,301   ", -     , -     ,,," 24,998   "," 69,201   ",-9.487255,30.17675
0600,,24,,TAMRI                         ," 2,350   "," 13,174   "," 1,439   "," 9,847   ", -     , -     ,,," 3,789   "," 23,021   ",-9.826182,30.695244
0601,,10,,AGADIR TALBORJT               ," 11,667   "," 47,274   "," 9,503   "," 54,120   ", 7   , 895   ,,," 21,177   "," 102,288   ",-9.5910082,30.423685
0602,,10,,AGADIR PRINCIPAL              ," 33,052   "," 75,339   "," 14,166   "," 51,816   ", 2   , 413   ,,," 47,220   "," 127,567   ",-9.597514,30.420719
0603,,10,,AGADIR HAY AL WAFA            ," 2,230   "," 13,753   "," 1,688   "," 13,338   ", -     , -     ,,," 3,918   "," 27,091   ",-9.5590979,30.4208528
0604,,10,,AGADIR CITE SIDI MOHAMED      , 736   ," 5,469   ", 998   ," 4,542   ", -     , -     ,,," 1,734   "," 10,011   ",-9.583506,30.4251679
0605,,10,,AGADIR CITE BALNEAIRE         , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-9.6014473,30.4125213
0606,,30,,AGADIR AEROPORT               , 113   , 293   , 69   , 642   , -     , -     ,,, 182   , 936   ,-9.410627,30.330065
0607,,10,,AGADIR EL KHIAM               ," 2,857   "," 14,357   "," 2,534   "," 16,120   ", -     , -     ,,," 5,391   "," 30,477   ",-9.5725036,30.4221712
0608,,10,,AGADIR PORT                   , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-9.6288568,30.4243823
0609,,10,,AGADIR SOUK EL HAD            ," 1,916   "," 13,588   "," 1,675   "," 10,787   ", 1   , 20   ,,," 3,592   "," 24,395   ",-9.578453,30.413123
0610,,10,,AGADIR HAY ESSALAM            ," 1,393   "," 7,227   "," 1,679   "," 8,884   ", -     , -     ,,," 3,072   "," 16,110   ",-9.5467008,30.4004274
0611,,21,,INEZGANE PRINCIPAL            ," 14,599   "," 71,566   "," 18,309   "," 81,054   ", 5   , 159   ,,," 32,913   "," 152,780   ",-9.53311,30.3584111
0612,,28,,OULAD TEIMA                   ," 9,659   "," 61,873   "," 7,719   "," 53,510   ", 1   , 250   ,,," 17,379   "," 115,634   ",-9.2105703,30.3955482
0613,,28,,OULAD TEIMA HAY EL KOURSI     , 1   , -     , -     , -     , -     , -     ,,, 1   , -     ,-9.215359,30.395599
0614,,12,,AIT BAHA                      ," 1,361   "," 12,031   "," 2,293   "," 9,233   ", 2   , 460   ,,," 3,656   "," 21,724   ",-9.158379,30.069117
0615,,11,,BIOUGRA                       ," 7,923   "," 39,493   "," 15,200   "," 60,819   ", 3   , 404   ,,," 23,126   "," 100,716   ",-9.3696213,30.2149157
0616,,14,,KHEMIS IDA OU GNIDIF          , 260   ," 1,915   ", 388   ," 1,803   ", -     , -     ,,, 648   ," 3,718   ",-9.008317,29.86039
0617,,23,,IMOUZZER IDA OU TANANE        , 291   ," 2,057   ", 513   ," 1,981   ", -     , -     ,,, 804   ," 4,038   ",-9.480177,30.673002
0618,,326,,IFRANE ATLAS SEGHIR           , 955   ," 7,775   "," 1,177   "," 8,048   ", -     , -     ,,," 2,132   "," 15,823   ",-9.490052,29.221311
0619,,29,,ARGANA                        , 459   ," 3,252   ", 501   ," 4,881   ", -     , -     ,,, 960   ," 8,133   ",-9.126285,30.778697
0620,,22,,AIT MELLOUL                   ," 6,542   "," 44,770   "," 14,084   "," 65,958   ", 5   , 366   ,,," 20,631   "," 111,094   ",-9.4990593,30.3466346
0621,,22,,AIT MELLOUL HAY RIAD          ," 1,351   "," 10,780   "," 1,204   "," 11,269   ", -     , -     ,,," 2,555   "," 22,048   ",-9.5042199,30.3336042
0622,,325,,BOUIZAKARNE                   ," 3,957   "," 24,645   "," 3,883   "," 26,035   ", 4   , 640   ,,," 7,844   "," 51,320   ",-9.7124908,29.1782341
0623,,320,,GUELMIM PRINCIPAL             ," 11,823   "," 47,753   "," 11,243   "," 50,985   ", -     , -     ,,," 23,066   "," 98,738   ",-10.0568086,28.9877539
0624,,320,,GUELMIM FAR                   ," 1,008   "," 7,097   ", 256   ," 1,511   ", -     , -     ,,," 1,264   "," 8,608   ",-10.054573,28.985797
0625,,650,,TAN TAN PRINCIPAL             ," 7,528   "," 44,130   "," 10,260   "," 38,282   ", -     , -     ,,," 17,788   "," 82,412   ",-11.0980542,28.4365793
0627,,650,,TAN TAN FAR                   , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-11.088542,28.436204
0628,,761,,IFNI PRINCIPAL                ," 3,944   "," 31,696   "," 5,239   "," 30,076   ", -     , -     ,,," 9,183   "," 61,771   ",-10.1725647,29.3831391
0629,,771,,TLETA EL AKHSASS              , 970   ," 7,062   "," 2,146   "," 15,437   ", -     , -     ,,," 3,116   "," 22,499   ",-9.756192,29.3553757
0630,,682,,FAM EL HISN                   ," 1,192   "," 9,151   "," 1,190   "," 8,003   ", -     , -     ,,," 2,382   "," 17,154   ",-8.8874567,29.0131648
0631,,327,,TARHJIJT                      , 838   ," 5,445   "," 1,197   "," 8,131   ", -     , -     ,,," 2,035   "," 13,576   ",-9.420452,29.060871
0632,,437,,TARFAYA                       ," 1,667   "," 10,356   "," 2,318   "," 9,690   ", -     , -     ,,," 3,985   "," 20,045   ",-12.9255331,27.9392919
0633,,773,,JEMAA NTIGHIRT                , 796   ," 6,373   ", 886   ," 7,244   ", -     , -     ,,," 1,682   "," 13,616   ",-9.452762,29.379733
0634,,323,,ASSA                          ," 2,944   "," 19,205   "," 3,685   "," 10,427   ", -     , -     ,,," 6,629   "," 29,632   ",-9.424062,28.60864
0635,,765,,TAFRAOUTE                     ," 1,772   "," 12,089   "," 4,167   "," 17,434   ", -     , -     ,,," 5,939   "," 29,523   ",-8.974778,29.7203253
0636,,762,,MESTI                         , 308   ," 1,566   ", 532   ," 2,807   ", -     , -     ,,, 840   ," 4,372   ",-10.112368,29.265218
0637,,31,,SEBT EL GUERDANE              ," 3,118   "," 12,942   "," 5,324   "," 22,970   ", -     , -     ,,," 8,442   "," 35,912   ",-9.018161,30.383135
0638,,12,,TNINE HILALA                  , 116   ," 1,182   ", 209   ," 1,480   ", -     , -     ,,, 325   ," 2,662   ",-9.014598,30.063111
0639,,750,,TNINE AMELLOU                 , 76   , 205   , 214   , 267   , -     , -     ,,, 290   , 472   ,-10.021546,29.293688
0640,,750,,TIOURHZA                      , 875   ," 3,729   ", 934   ," 5,517   ", -     , -     ,,," 1,809   "," 9,246   ",-9.959125,29.386352
0641,,772,,AIT ERKHA                     , 575   ," 4,414   ", 687   ," 5,436   ", -     , -     ,,," 1,262   "," 9,850   ",-9.620126,29.360991
0642,,681,,AKKA                          ," 2,859   "," 23,313   "," 2,633   "," 8,910   ", 1   , 15   ,,," 5,493   "," 32,238   ",-8.255099,29.391617
0643,,20,,DCHEIRA                       ," 6,050   "," 32,425   "," 12,128   "," 57,048   ", -     , -     ,,," 18,178   "," 89,473   ",-9.539545,30.369372
0644,,16,,TANALT                        , 313   ," 3,421   ", 235   ," 1,434   ", -     , -     ,,, 548   ," 4,855   ",-9.168933,29.775083
0645,,41,,TAROUDANNT                    ," 14,221   "," 62,477   "," 8,617   "," 31,374   ", 2   , 40   ,,," 22,840   "," 93,891   ",-8.8672382,30.4726237
0646,,41,,TAROUDANT GI                  , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-8.8666667,30.4666667
0647,,25,,IRHREM                        ," 1,263   "," 13,596   ", 869   ," 6,777   ", -     , -     ,,," 2,132   "," 20,373   ",-8.459677,30.0887
0648,,680,,TATA                          ," 4,423   "," 35,586   "," 4,713   "," 21,618   ", 1   , 100   ,,," 9,137   "," 57,304   ",-7.9667871,29.7403796
0649,,41,,AIT ABDALLAH                  , 197   ," 2,001   ", 374   , 610   , -     , -     ,,, 571   ," 2,611   ",-8.768528,29.813489
0650,,45,,OULAD BERREHIL                ," 2,465   "," 13,916   "," 3,816   "," 13,241   ", 1   , 20   ,,," 6,282   "," 27,177   ",-8.4759415,30.6388535
0651,,46,,TAFINGOULT                    , 197   ," 1,099   ", 555   , 944   , -     , -     ,,, 752   ," 2,043   ",-8.391784,30.766084
0652,,43,,AOULOUZ                       ," 4,367   "," 34,139   "," 3,627   "," 18,111   ", -     , -     ,,," 7,994   "," 52,250   ",-8.178572,30.672707
0653,,687,,TISSINT                       , 768   ," 4,219   ", 955   ," 4,928   ", -     , -     ,,," 1,723   "," 9,147   ",-7.318157,29.906259
0654,,683,,KHEMIS ISSAFEN                , 441   ," 4,098   ", 769   ," 5,788   ", -     , -     ,,," 1,210   "," 9,886   ",-8.528153,29.858192
0655,,750,,SBOUYA                        , 226   ," 1,221   ", 476   ," 3,492   ", -     , -     ,,, 702   ," 4,713   ",-10.204915,29.151098
0656,,750,,TIZNIT                        ," 8,889   "," 70,299   "," 18,550   "," 98,460   ", 1   , 891   ,,," 27,440   "," 169,650   ",-9.732897,29.6948262
0657,,750,,TIZNIT BIR ANZARANE           ," 1,532   "," 11,723   "," 1,279   "," 8,084   ", -     , -     ,,," 2,811   "," 19,806   ",-9.7241234,29.690979
0660,,754,,ANEZI                         , 917   ," 10,906   "," 1,283   "," 7,574   ", -     , -     ,,," 2,200   "," 18,480   ",-9.362521,29.658255
0661,,763,,MIRLEFT                       , 826   ," 6,859   "," 2,450   "," 19,039   ", -     , -     ,,," 3,276   "," 25,898   ",-10.032208,29.579748
0662,,15,,MASSA                         ," 1,442   "," 8,500   "," 3,071   "," 15,394   ", -     , -     ,,," 4,513   "," 23,893   ",-9.645341,29.991623
0663,,751,,ARBAA RAS MOUKA               , 192   , 799   , 617   ," 2,821   ", -     , -     ,,, 809   ," 3,619   ",-9.541004,29.802197
0664,,750,,SEBT BOUNAAMANE               , 453   ," 2,266   ", 912   ," 6,832   ", 1   , 220   ,,," 1,366   "," 9,318   ",-9.815973,29.530931
0665,,750,,ARBAA SAHEL                   , 468   ," 4,394   "," 1,041   "," 3,360   ", -     , -     ,,," 1,509   "," 7,754   ",-9.921749,29.598704
0666,,13,,HAD AIT BELFAA                ," 4,529   "," 21,965   "," 9,499   "," 40,630   ", -     , -     ,,," 14,028   "," 62,595   ",-9.560885,30.047627
0667,,44,,FREIJA                        ," 2,236   "," 11,420   "," 3,276   "," 10,102   ", -     , -     ,,," 5,512   "," 21,522   ",-8.797887,30.5051603
0668,,750,,TNINE AGLOU                   , 357   ," 2,786   ", 518   ," 3,036   ", -     , -     ,,, 875   ," 5,822   ",-9.799861,29.765831
0669,,761,,IFNI HAY LALLA MERYEM         , 904   ," 7,646   "," 1,633   "," 12,044   ", -     , -     ,,," 2,537   "," 19,690   ",-10.16127,29.38641
0670,,41,,SEBT TATAOUTE                 , 147   , 430   , 395   ," 1,221   ", -     , -     ,,, 542   ," 1,651   ",-8.709339,30.24752
0671,,320,,FASK                          , 124   , 578   , 554   ," 3,014   ", -     , -     ,,, 678   ," 3,591   ",-9.832557,28.983097
0672,,767,,HAD TAHALA                    , 40   , 308   , 252   , 639   , -     , -     ,,, 292   , 948   ,-9.090218,29.637744
0673,,320,,TAGANTE                       , 242   ," 1,115   ", 440   ," 2,735   ", -     , -     ,,, 682   ," 3,850   ",-9.779536,29.129086
0674,,750,,TIRHMI                        , 981   ," 8,990   "," 1,306   "," 12,514   ", -     , -     ,,," 2,287   "," 21,504   ",-9.42304,29.582739
0675,,320,,KSABI AIT LAHCEN              , 444   ," 1,720   ", 468   ," 1,749   ", -     , -     ,,, 912   ," 3,469   ",-10.170309,28.996345
0676,,650,,TAN TAN CITE ADMINISTRATIVE   ," 2,936   "," 21,693   "," 4,105   "," 20,548   ", 1   , 45   ,,," 7,042   "," 42,286   ",-11.1072314,28.4385298
0677,,750,,SEBT OUIJJANE                 , 144   ," 1,356   ", 360   ," 2,396   ", -     , -     ,,, 504   ," 3,752   ",-9.536908,29.649179
0678,,650,,EL OUATIA                     ," 2,395   "," 19,617   "," 4,195   "," 14,044   ", 1   , 60   ,,," 6,591   "," 33,721   ",-11.3320971,28.4984952
0679,,20,,DCHEIRA HAY ILHAM             ," 2,301   "," 17,709   "," 2,572   "," 21,693   ", 1   , 40   ,,," 4,874   "," 39,442   ",-9.52689,30.363767
0680,,41,,TAROUDANNT MEDINA             ," 2,256   "," 13,818   "," 3,380   "," 11,414   ", -     , -     ,,," 5,636   "," 25,232   ",-8.884576,30.470139
0681,,17,,AOURIR                        ," 3,997   "," 27,915   "," 2,130   "," 15,406   ", -     , -     ,,," 6,127   "," 43,321   ",-9.672411,30.498001
0682,,450,,MARRAKECH SIDI GHANEM         ," 1,640   "," 10,786   "," 1,316   "," 7,565   ", 2   , 60   ,,," 2,958   "," 18,411   ",-8.0493334,31.6736106
0683,,450,,MARRAKECH ANNAKHILE           ," 1,881   "," 9,860   "," 4,821   "," 25,062   ", 1   , 115   ,,," 6,703   "," 35,037   ",-7.9857409,31.6474403
0684,,450,,MARRAKECH BAB KHEMIS          ," 3,371   "," 20,331   "," 8,003   "," 50,140   ", -     , -     ,,," 11,374   "," 70,471   ",-7.98626,31.6365561
0685,,450,,MARRAKECH SIDI ABBAD          ," 6,707   "," 34,473   "," 6,004   "," 37,328   ", 15   , 716   ,,," 12,726   "," 72,517   ",-8.0176324,31.6562171
0686,,450,,MARRAKECH AL FADL             ," 1,139   "," 12,053   "," 1,008   "," 14,990   ", 2   , 28   ,,," 2,149   "," 27,072   ",-8.0251748,31.6778666
0687,,450,,MARRAKECH DIOUR ECHCHOUHADA   ," 8,490   "," 42,996   "," 24,373   "," 95,678   ", 1   , 140   ,,," 32,864   "," 138,813   ",-7.9620181,31.6067673
0688,,450,,MARRAKECH SIDI YOUSSEF BEN ALI, -     , -     , 1   , 0   , -     , -     ,,, 1   , 0   ,-7.9625344,31.6070197
0689,,450,,TAMESLOUHTE                   ," 1,093   "," 4,017   "," 2,483   "," 9,861   ", -     , -     ,,," 3,576   "," 13,879   ",-8.097289,31.496467
0690,,450,,MARRAKECH AMERCHICH           ," 13,050   "," 39,584   "," 13,700   "," 50,765   ", 2   , 800   ,,," 26,752   "," 91,148   ",-8.0037949,31.6576806
0691,,465,,AIT HADI                      , 226   ," 1,021   ", 642   ," 4,983   ", -     , -     ,,, 868   ," 6,004   ",-8.770705,31.396401
0692,,450,,SIDI ZOUINE                   , 848   ," 5,306   "," 2,401   "," 17,173   ", -     , -     ,,," 3,249   "," 22,479   ",-8.350586,31.664039
0693,,450,,MARRAKECH HAY EL MASSIRA      ," 5,608   "," 40,657   "," 13,891   "," 78,308   ", 2   , 210   ,,," 19,501   "," 119,175   ",-8.060363,31.629133
0694,,453,,TNINE OUDAYA                  ," 1,655   "," 7,461   "," 2,834   "," 14,888   ", -     , -     ,,," 4,489   "," 22,348   ",-8.246902,31.634792
0695,,450,,LALLA TAKARKOUSTE             , 862   ," 7,256   "," 1,716   "," 9,506   ", -     , -     ,,," 2,578   "," 16,762   ",-8.131945,31.358174
0696,,450,,TIZGUINE                      , 418   ," 1,694   "," 1,113   "," 7,635   ", -     , -     ,,," 1,531   "," 9,329   ",-8.319118,31.243402
0697,,450,,MARRAKECH BAB RHMATE          ," 3,423   "," 19,427   "," 9,361   "," 50,405   ", 1   , 30   ,,," 12,785   "," 69,862   ",-7.9761118,31.6243734
0698,,450,,KETTARA                       , 666   ," 1,883   ", 665   ," 3,050   ", -     , -     ,,," 1,331   "," 4,934   ",-8.182229,31.86503
0699,,450,,MARRAKECH DOUAR IZIKI         ," 5,278   "," 38,450   "," 9,947   "," 55,371   ", -     , -     ,,," 15,225   "," 93,821   ",-8.0588311,31.6249032
0700,,450,,MARRAKECH HAY HASSANI         ," 3,284   "," 25,822   "," 8,804   "," 53,388   ", -     , -     ,,," 12,088   "," 79,210   ",-8.041658,31.630902
0701,,450,,IGOUDAR                       , 574   ," 2,173   "," 1,179   "," 6,684   ", -     , -     ,,," 1,753   "," 8,857   ",-8.256215,31.267474
0702,,190,,EL AAMRIA                     , 918   ," 5,774   "," 1,708   "," 15,005   ", -     , -     ,,," 2,626   "," 20,779   ",-7.262751,32.209544
0703,,476,,TNINE OURIKA                  , 682   ," 3,858   "," 2,358   "," 9,955   ", -     , -     ,,," 3,040   "," 13,813   ", -7.788486,31.375209
0704,,457,,RHMATE                        ," 1,422   "," 7,188   "," 2,899   "," 15,352   ", -     , -     ,,," 4,321   "," 22,540   ",-7.802621,31.422511
0705,,450,,MARRAKECH HAY MOHAMMADI       ," 26,306   "," 69,192   "," 15,938   "," 79,453   ", -     , -     ,,," 42,244   "," 148,645   ",-7.996373,31.650498
0706,,450,,MARRAKECH PPAL                ," 26,069   "," 156,519   "," 32,143   "," 138,525   ", 6   ," 2,907   ",,," 58,218   "," 297,951   ",-8.0093873,31.6325505
0707,,450,,MARRAKECH DAOUDIATE           , 961   ," 8,015   "," 1,193   "," 11,221   ", 1   , 80   ,,," 2,155   "," 19,316   ",-7.9916096,31.6503424
0708,,450,,MARRAKECH EL BAHIA            ," 2,307   "," 19,761   "," 3,517   "," 23,871   ", 1   , 35   ,,," 5,825   "," 43,667   ",-7.9845661,31.6220186
0709,,450,,MARRAKECH RIAD EL AROUSS      , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.9909846,31.634196
0710,,450,,MARRAKECH MHAMID              ," 1,999   "," 13,793   "," 3,610   "," 22,244   ", 2   , 107   ,,," 5,611   "," 36,144   ",-8.039267,31.587968
0711,,450,,MARRAKECH BAB AGNAOU          , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.9910906,31.6184967
0712,,450,,MARRAKECH MENARA              , 31   ," 1,100   ", 81   , 500   , -     , -     ,,, 112   ," 1,600   ",-8.0273044,31.6025526
0713,,450,,MARRAKECH B.E.F.R.A           ," 4,012   "," 19,362   ", 691   ," 3,334   ", 1   , 85   ,,," 4,704   "," 22,781   ",-8.034879,31.61473
0714,,450,,MARRAKECH ATLAS               ," 1,800   "," 14,586   "," 1,451   "," 15,361   ", 1   , 30   ,,," 3,252   "," 29,978   ",-8.050645,31.6004966
0715,,450,,MARRAKECH CAMP EL GHOUL       , 625   ," 5,963   ", 173   , 928   , -     , -     ,,, 798   ," 6,891   ",-8.0213714,31.6369135
0716,,450,,MARRAKECH GARE                , 796   ," 7,649   ", 447   ," 3,882   ", 1   , 25   ,,," 1,244   "," 11,556   ",-8.018775,31.6298158
0717,,461,,AMIZMIZ                       ," 1,799   "," 13,017   "," 2,877   "," 19,362   ", -     , -     ,,," 4,676   "," 32,379   ",-8.241934,31.222124
0718,,201,,BENGUERIR VILLE               ," 3,718   "," 15,412   "," 3,971   "," 19,933   ", 2   , 81   ,,," 7,691   "," 35,425   ",-7.957229,32.236256
0719,,465,,CHICHAOUA                     ," 2,899   "," 19,757   "," 4,421   "," 24,110   ", 1   , 40   ,,," 7,321   "," 43,907   ",-8.766618,31.541319
0720,,81,,DEMNATE                       ," 4,609   "," 35,498   "," 5,933   "," 44,972   ", -     , -     ,,," 10,542   "," 80,469   ",-7.004567,31.731685
0721,,81,,DEMNATE IMLIL                 , -     , -     , -     , -     , -     , -     ,,, -     , -     ,-7.010361,31.756114
0722,,190,,EL KELAA DES SRARHNA PPAL     ," 10,199   "," 75,408   "," 11,343   "," 110,128   ", 2   , 70   ,,," 21,544   "," 185,606   ",-7.4062564,32.053774
0723,,471,,IMI N TANOUNTE                ," 3,791   "," 26,379   "," 7,333   "," 73,854   ", -     , -     ,,," 11,124   "," 100,233   ",-8.84798,31.17716
0724,,204,,SKHOUR REHAMNA                , 887   ," 4,028   "," 1,697   "," 9,279   ", -     , -     ,,," 2,584   "," 13,307   ",-7.914826,32.483226
0725,,450,,MARRAKECH MEDINA              ," 8,363   "," 61,469   "," 31,521   "," 158,323   ", 3   , 335   ,,," 39,887   "," 220,128   ",-7.9896247,31.6248689
0726,,454,,AIT OURIR                     ," 4,016   "," 20,982   "," 4,154   "," 16,375   ", -     , -     ,,," 8,170   "," 37,358   ",-7.6671,31.562756
0727,,550,,OUARZAZATE PPAL               ," 14,425   "," 83,454   "," 14,162   "," 53,925   ", 6   , 294   ,,," 28,593   "," 137,673   ",-6.9106633,30.9204919
